FieldID,Species,VisitID,Transect,VisitDate,CoEOfConsvm,PlantedDate,SeedVendor,Quadrat,CoverValue
Antelope11005,Conyza canadensis,SP2Knievel,2,6/6/18,0,11/1/14,Star Seed - Dealer - PF,Q1FC,NA
Antelope11005,Eragrostis trichodes,SP2Knievel,2,6/6/18,5,11/1/14,Star Seed - Dealer - PF,Q1FC,NA
Antelope11025A,Ambrosia artemisiifolia,SP2Pellatz,2,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Oenothera laciniata,SP2Pellatz,2,6/6/18,1,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Plantago patagonica,SP1Pellatz,1,6/6/18,1,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Physalis virginiana,SP2Pellatz,2,6/6/18,6,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Conyza canadensis,SP2Pellatz,2,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Schizachyrium scoparium,SP1Pellatz,1,6/6/18,4,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Chamaecrista fasciculata,SP1Pellatz,1,6/6/18,1,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Triodanis perfoliata,SP2Pellatz,2,6/6/18,2,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Euphorbia dentata,SP2Pellatz,2,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Andropogon gerardii,SP1Pellatz,1,6/6/18,5,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Chloris verticillata,SP2Pellatz,2,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Schizachyrium scoparium,SP2Pellatz,2,6/6/18,4,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Cyperus schwinitzii,SP1Pellatz,1,6/6/18,4,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Heterotheca subaxillaris,SP1Pellatz,1,6/6/18,2,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Juniperus virginiana,SP1Pellatz,1,6/6/18,1,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Lepidium densiflorum,SP1Pellatz,1,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Lepidium densiflorum,SP2Pellatz,2,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025A,Oxalis stricta,SP2Pellatz,2,6/6/18,0,5/31/15,Kaup Forage and Turf,Q1FC,NA
Antelope11025B,Ambrosia artemisiifolia,SP2Pellatz5.8,2,6/6/18,0,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Oenothera biennis,SP1Pellatz5.8,1,6/6/18,1,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Conyza canadensis,SP1Pellatz5.8,1,6/6/18,0,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Schizachyrium scoparium,SP1Pellatz5.8,1,6/6/18,4,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Schizachyrium scoparium,SP2Pellatz5.8,2,6/6/18,4,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Festuca octoflora,SP2Pellatz5.8,2,6/6/18,3,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Heterotheca subaxillaris,SP2Pellatz5.8,2,6/6/18,2,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Eragrostis trichodes,SP2Pellatz5.8,2,6/6/18,5,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Chamaecrista fasciculata,SP1Pellatz5.8,1,6/6/18,1,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Ambrosia psilostachya,SP2Pellatz5.8,2,6/6/18,1,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Conyza canadensis,SP2Pellatz5.8,2,6/6/18,0,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Monarda fistulosa,SP2Pellatz5.8,2,6/6/18,4,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Oxalis stricta,SP2Pellatz5.8,2,6/6/18,0,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Heterotheca subaxillaris,SP1Pellatz5.8,1,6/6/18,2,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Eragrostis trichodes,SP1Pellatz5.8,1,6/6/18,5,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Carex brevior,SP1Pellatz5.8,1,6/6/18,4,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Lepidium densiflorum,SP2Pellatz5.8,2,6/6/18,0,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Helianthus annuus,SP1Pellatz5.8,1,6/6/18,0,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Festuca octoflora,SP1Pellatz5.8,1,6/6/18,3,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Elymus canadensis,SP2Pellatz5.8,2,6/6/18,5,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Andropogon gerardii,SP1Pellatz5.8,1,6/6/18,5,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Antelope11025B,Triodanis perfoliata,SP2Pellatz5.8,2,6/6/18,2,5/31/15,Kaup Forage and Turf-Same mix as Antelope11025A,Q1FC,NA
Furnas1008,Ratibida pinnata,F3Schluntz14.84,3,9/28/18,4,NA,NA,Q1FC,NA
Furnas1008,Ambrosia psilostachya,F3Schluntz14.84,3,9/28/18,1,NA,NA,Q1FC,NA
Furnas1008,Andropogon gerardii,F3Schluntz14.84,3,9/28/18,5,NA,NA,Q1FC,NA
Furnas1008,Rudbeckia hirta,F3Schluntz14.84,3,9/28/18,4,NA,NA,Q1FC,NA
Furnas1008,Schizachyrium scoparium,F3Schluntz14.84,3,9/28/18,4,NA,NA,Q1FC,NA
Furnas1008,Helianthus maximiliani,F3Schluntz14.84,3,9/28/18,4,NA,NA,Q1FC,NA
Furnas1008,Conyza canadensis,F3Schluntz14.84,3,9/28/18,0,NA,NA,Q1FC,NA
Furnas1008,Sorghastrum nutans,F3Schluntz14.84,3,9/28/18,5,NA,NA,Q1FC,NA
Furnas11006,Schizachyrium scoparium,SP1Schluntz,1,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Ratibida pinnata,F1Schluntz,1,9/28/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Andropogon gerardii,F1Schluntz,1,9/28/18,5,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Euphorbia dentata,SP2Schluntz,2,5/30/18,0,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Euphorbia maculata,SP2Schluntz,2,5/30/18,0,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Ratibida pinnata,SP2Schluntz,2,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Conyza canadensis,F2Schluntz,2,9/28/18,0,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Schizachyrium scoparium,SP2Schluntz,2,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Salvia azurea,F1Schluntz,1,9/28/18,6,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Ratibida columnifera,SP1Schluntz,1,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Bouteloua gracilis,SP1Schluntz,1,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Andropogon gerardii,SP2Schluntz,2,5/30/18,5,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Rudbeckia hirta,SP2Schluntz,2,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Bouteloua curtipendula,F1Schluntz,1,9/28/18,5,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Rudbeckia hirta,SP1Schluntz,1,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Conyza canadensis,SP1Schluntz,1,5/30/18,0,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Ratibida pinnata,F2Schluntz,2,9/28/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Symphoricarpos occidentalis,F1Schluntz,1,9/28/18,2,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Ratibida pinnata,SP1Schluntz,1,5/30/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Rudbeckia hirta,F1Schluntz,1,9/28/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Achillea millefolium,SP1Schluntz,1,5/30/18,2,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Calystegia sepium,SP2Schluntz,2,5/30/18,1,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Schizachyrium scoparium,F1Schluntz,1,9/28/18,4,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11006,Conyza canadensis,SP2Schluntz,2,5/30/18,0,3/26/15,Star Seed - Dealer - PF,Q1FC,NA
Furnas11008,Coreopsis tinctoria,SP1Schluntz14.84,1,5/30/18,1,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Chamaecrista fasciculata,F1Schluntz14.84,1,9/28/18,1,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Panicum virgatum,F2Schluntz14.84,2,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Schizachyrium scoparium,SP2Schluntz14.84,2,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Helianthus annuus,F2Schluntz14.84,2,9/28/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Conyza canadensis,SP1Schluntz14.84,1,5/30/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ratibida pinnata,SP3Schluntz14.84,3,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Solidago canadensis,SP1Schluntz14.84,1,5/30/18,2,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Sorghastrum nutans,F2Schluntz14.84,2,9/28/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Sorghastrum nutans,SP1Schluntz14.84,1,5/30/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ambrosia artemisiifolia,F1Schluntz14.84,1,9/28/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Sporobolus compositus,SP2Schluntz14.84,2,5/30/18,3,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Elymus canadensis,SP1Schluntz14.84,1,5/30/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Helianthus annuus,SP1Schluntz14.84,1,5/30/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Conyza canadensis,F2Schluntz14.84,2,9/28/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Conyza canadensis,SP2Schluntz14.84,2,5/30/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Rudbeckia hirta,F1Schluntz14.84,1,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ambrosia trifida,SP2Schluntz14.84,2,5/30/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ratibida pinnata,SP1Schluntz14.84,1,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Asclepias syriaca,SP1Schluntz14.84,1,5/30/18,1,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Schizachyrium scoparium,F1Schluntz14.84,1,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Schizachyrium scoparium,F2Schluntz14.84,2,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ambrosia psilostachya,F2Schluntz14.84,2,9/28/18,1,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Oxalis stricta,F1Schluntz14.84,1,9/28/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Monarda fistulosa,SP3Schluntz14.84,3,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ratibida pinnata,SP2Schluntz14.84,2,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Rudbeckia hirta,SP3Schluntz14.84,3,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ratibida pinnata,F2Schluntz14.84,2,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Pascopyrum smithii,SP3Schluntz14.84,3,5/30/18,3,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Bouteloua curtipendula,F1Schluntz14.84,1,9/28/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ambrosia psilostachya,F1Schluntz14.84,1,9/28/18,1,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Verbena stricta,F2Schluntz14.84,2,9/28/18,2,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Monarda fistulosa,F2Schluntz14.84,2,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Conyza canadensis,SP3Schluntz14.84,3,5/30/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Schizachyrium scoparium,SP1Schluntz14.84,1,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Salvia azurea,F1Schluntz14.84,1,9/28/18,6,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Schizachyrium scoparium,SP3Schluntz14.84,3,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Sorghastrum nutans,SP3Schluntz14.84,3,5/30/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Monarda fistulosa,SP2Schluntz14.84,2,5/30/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Urtica dioca,SP2Schluntz14.84,2,5/30/18,1,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Elymus canadensis,SP3Schluntz14.84,3,5/30/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Ratibida pinnata,F1Schluntz14.84,1,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Helianthus annuus,SP3Schluntz14.84,3,5/30/18,0,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Andropogon gerardii,F2Schluntz14.84,2,9/28/18,5,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Furnas11008,Monarda fistulosa,F1Schluntz14.84,1,9/28/18,4,3/26/15,"Star Seed - Dealer - PF, same mix as Furnas11006",Q1FC,NA
Gage11018,Pycnanthemum virginianum,SP1Fossler,1,6/12/18,6,NA,NA,Q1FC,NA
Gage11018,Solanum carolinense,SP2Fossler,2,6/12/18,2,NA,NA,Q1FC,NA
Gage11018,Bouteloua curtipendula,F1Fossler,1,10/23/18,5,NA,NA,Q1FC,NA
Gage11018,Ratibida columnifera,SP1Fossler,1,6/12/18,4,NA,NA,Q1FC,NA
Gage11018,Bouteloua curtipendula,F2Fossler,2,10/23/18,5,NA,NA,Q1FC,NA
Gage11018,Conyza canadensis,SP2Fossler,2,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Asclepias syriaca,SP1Fossler,1,6/12/18,1,NA,NA,Q1FC,NA
Gage11018,Conyza canadensis,SP1Fossler,1,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Ambrosia trifida,SP1Fossler,1,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Chamaecrista fasciculata,SP2Fossler,2,6/12/18,1,NA,NA,Q1FC,NA
Gage11018,Ambrosia trifida,SP2Fossler,2,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Juniperus virginiana,F1Fossler,1,10/23/18,1,NA,NA,Q1FC,NA
Gage11018,Zizia aurea,F1Fossler,1,10/23/18,6,NA,NA,Q1FC,NA
Gage11018,Chamaecrista fasciculata,SP1Fossler,1,6/12/18,1,NA,NA,Q1FC,NA
Gage11018,Erigeron annuus,SP2Fossler,2,6/12/18,1,NA,NA,Q1FC,1
Gage11018,Lactuca ludoviciana,SP2Fossler,2,6/12/18,3,NA,NA,Q1FC,NA
Gage11018,Solidago canadensis,F2Fossler,2,10/23/18,2,NA,NA,Q1FC,NA
Gage11018,Lactuca ludoviciana,SP1Fossler,1,6/12/18,3,NA,NA,Q1FC,NA
Gage11018,Schizachyrium scoparium,F2Fossler,2,10/23/18,4,NA,NA,Q1FC,NA
Gage11018,Solidago canadensis,SP1Fossler,1,6/12/18,2,NA,NA,Q1FC,NA
Gage11018,Echinacea pallida,F1Fossler,1,10/23/18,7,NA,NA,Q1FC,NA
Gage11018,Rudbeckia hirta,F2Fossler,2,10/23/18,4,NA,NA,Q1FC,NA
Gage11018,Monarda fistulosa,SP2Fossler,2,6/12/18,4,NA,NA,Q1FC,NA
Gage11018,Asclepias syriaca,F2Fossler,2,10/23/18,1,NA,NA,Q1FC,NA
Gage11018,Solidago missouriensis,F2Fossler,2,10/23/18,5,NA,NA,Q1FC,NA
Gage11018,Asclepias syriaca,F1Fossler,1,10/23/18,1,NA,NA,Q1FC,NA
Gage11018,Rudbeckia hirta,SP1Fossler,1,6/12/18,4,NA,NA,Q1FC,1
Gage11018,Lepidium densiflorum,SP2Fossler,2,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Chamaecrista fasciculata,F1Fossler,1,10/23/18,1,NA,NA,Q1FC,NA
Gage11018,Erigeron annuus,F2Fossler,2,10/23/18,1,NA,NA,Q1FC,NA
Gage11018,Lepidium densiflorum,SP1Fossler,1,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Erigeron annuus,F1Fossler,1,10/23/18,1,NA,NA,Q1FC,NA
Gage11018,Erigeron annuus,SP1Fossler,1,6/12/18,1,NA,NA,Q1FC,NA
Gage11018,Oxalis stricta,SP2Fossler,2,6/12/18,0,NA,NA,Q1FC,NA
Gage11018,Solidago canadensis,SP2Fossler,2,6/12/18,2,NA,NA,Q1FC,NA
Gage11018,Ratibida columnifera,SP2Fossler,2,6/12/18,4,NA,NA,Q1FC,NA
Gage11018,Eupatorium altissimum,F1Fossler,1,10/23/18,3,NA,NA,Q1FC,NA
Gage11018,Sporobolus compositus,SP1Fossler,1,6/12/18,3,NA,NA,Q1FC,NA
