"","Quadrant","Cover Value","Family"
"1907","Q5FC",NA,"Grass"
"1908","Q5FC",NA,"Grass"
"1909","Q7FC",NA,"Grass"
"1910","Q7FC",NA,"Grass"
"1911","Q2FC",NA,"Grass"
"1912","Q2FC",NA,"Grass"
"1913","Q3FC",NA,"Grass"
"1914","Q3FC",NA,"Grass"
"1915","Q4FC",NA,"Grass"
"1916","Q4FC",NA,"Grass"
"1917","Q1FC",NA,"Grass"
"1918","Q1FC",NA,"Grass"
"1919","Q10FC",NA,"Grass"
"1920","Q10FC",NA,"Grass"
"1921","Q9FC",NA,"Grass"
"1922","Q9FC",NA,"Grass"
"1923","Q7FC",NA,"Grass"
"1924","Q7FC",NA,"Grass"
"1925","Q1FC",NA,"Grass"
"1926","Q1FC",NA,"Grass"
"1927","Q9FC",NA,"Grass"
"1928","Q9FC",NA,"Grass"
"1929","Q1FC",NA,"Grass"
"1930","Q1FC",NA,"Grass"
"1931","Q8FC",NA,"Grass"
"1932","Q8FC",NA,"Grass"
"1933","Q2FC",NA,"Grass"
"1934","Q2FC",NA,"Grass"
"1935","Q10FC",NA,"Grass"
"1936","Q10FC",NA,"Grass"
"1937","Q2FC",NA,"Grass"
"1938","Q2FC",NA,"Grass"
"1939","Q8FC",NA,"Grass"
"1940","Q8FC",NA,"Grass"
"1941","Q1FC",NA,"Grass"
"1942","Q5FC",NA,"Grass"
"1943","Q7FC",NA,"Grass"
"1944","Q3FC",NA,"Grass"
"1945","Q6FC",NA,"Grass"
"1946","Q5FC",NA,"Grass"
"1947","Q9FC",NA,"Grass"
"1948","Q1FC",NA,"Grass"
"1949","Q10FC",NA,"Grass"
"1950","Q2FC",NA,"Grass"
"1951","Q10FC",NA,"Grass"
"1952","Q8FC",NA,"Grass"
"1953","Q4FC",NA,"Grass"
"1954","Q9FC",NA,"Grass"
"1955","Q7FC",NA,"Grass"
"1956","Q1FC",NA,"Grass"
"1957","Q5FC",NA,"Grass"
"1958","Q3FC",NA,"Grass"
"1959","Q6FC",NA,"Grass"
"1960","Q4FC",NA,"Grass"
"1961","Q3FC",NA,"Grass"
"1962","Q2FC",NA,"Grass"
"1963","Q6FC",NA,"Grass"
"1964","Q3FC",NA,"Grass"
"1965","Q2FC",NA,"Grass"
"1966","Q8FC",NA,"Grass"
"1967","Q10FC",NA,"Grass"
"1968","Q4FC",NA,"Grass"
"1969","Q5FC",NA,"Grass"
"1970","Q2FC",NA,"Grass"
"1971","Q2FC",NA,"Grass"
"1972","Q9FC",NA,"Grass"
"1973","Q6FC",NA,"Grass"
"1974","Q9FC",NA,"Grass"
"1975","Q3FC",NA,"Grass"
"1976","Q7FC",NA,"Grass"
"1977","Q7FC",NA,"Grass"
"1978","Q8FC",NA,"Grass"
"1979","Q10FC",NA,"Grass"
"1980","Q2FC",NA,"Grass"
"1981","Q10FC",NA,"Grass"
"1982","Q7FC",NA,"Grass"
"1983","Q1FC",NA,"Grass"
"1984","Q3FC",NA,"Grass"
"1985","Q4FC",NA,"Grass"
"1986","Q6FC",NA,"Grass"
"1987","Q7FC",NA,"Grass"
"1988","Q5FC",NA,"Grass"
"1989","Q9FC",NA,"Grass"
"1990","Q4FC",NA,"Grass"
"1991","Q6FC",NA,"Grass"
"1992","Q7FC",NA,"Grass"
"1993","Q1FC",NA,"Grass"
"1994","Q6FC",NA,"Grass"
"1995","Q1FC",NA,"Grass"
"1996","Q5FC",NA,"Grass"
"1997","Q2FC",NA,"Grass"
"1998","Q5FC",NA,"Grass"
"1999","Q2FC",NA,"Grass"
"2000","Q8FC",NA,"Grass"
"2001","Q10FC",NA,"Grass"
"2002","Q8FC",NA,"Grass"
"2003","Q1FC",NA,"Grass"
"2004","Q7FC",NA,"Grass"
"2005","Q4FC",NA,"Grass"
"2006","Q10FC",NA,"Grass"
"2007","Q8FC",NA,"Grass"
"2008","Q10FC",NA,"Grass"
"2009","Q1FC",NA,"Grass"
"2010","Q8FC",NA,"Grass"
"2011","Q3FC",NA,"Grass"
"2012","Q8FC",NA,"Grass"
"2013","Q5FC",NA,"Grass"
"2014","Q6FC",NA,"Grass"
"2015","Q9FC",NA,"Grass"
"2016","Q5FC",NA,"Grass"
"2017","Q4FC",NA,"Grass"
"2018","Q8FC",NA,"Grass"
"2019","Q10FC",NA,"Grass"
"2020","Q6FC",NA,"Grass"
"2021","Q9FC",NA,"Grass"
"2022","Q3FC",NA,"Grass"
"2023","Q4FC",NA,"Grass"
"2024","Q1FC",NA,"Grass"
"2025","Q2FC",NA,"Grass"
"2026","Q9FC",NA,"Grass"
"2027","Q4FC",NA,"Grass"
"2028","Q9FC",NA,"Grass"
"2029","Q3FC",NA,"Grass"
"2030","Q7FC",NA,"Grass"
"2031","Q9FC",NA,"Grass"
"2032","Q1FC",NA,"Grass"
"2033","Q10FC",NA,"Grass"
"2034","Q5FC",NA,"Grass"
"2035","Q7FC",NA,"Grass"
"2036","Q6FC",NA,"Grass"
"2037","Q6FC",NA,"Grass"
"2038","Q2FC",NA,"Grass"
"2039","Q1FC",NA,"Grass"
"2040","Q6FC",NA,"Grass"
"2041","Q10FC",NA,"Grass"
"2042","Q8FC",NA,"Grass"
"2043","Q10FC",NA,"Grass"
"2044","Q6FC",NA,"Grass"
"2045","Q8FC",NA,"Grass"
"2046","Q10FC",NA,"Grass"
"2047","Q4FC",NA,"Grass"
"2048","Q6FC",NA,"Grass"
"2049","Q7FC",NA,"Grass"
"2050","Q3FC",NA,"Grass"
"2051","Q8FC",NA,"Grass"
"2052","Q3FC",NA,"Grass"
"2053","Q2FC",NA,"Grass"
"2054","Q5FC",NA,"Grass"
"2055","Q2FC",NA,"Grass"
"2056","Q1FC",NA,"Grass"
"2057","Q5FC",NA,"Grass"
"2058","Q4FC",NA,"Grass"
"2059","Q2FC",NA,"Grass"
"2060","Q4FC",NA,"Grass"
"2061","Q2FC",NA,"Grass"
"2062","Q1FC",NA,"Grass"
"2063","Q4FC",NA,"Grass"
"2064","Q4FC",NA,"Grass"
"2065","Q5FC",NA,"Grass"
"2066","Q9FC",NA,"Grass"
"2067","Q1FC",NA,"Grass"
"2068","Q6FC",NA,"Grass"
"2069","Q3FC",NA,"Grass"
"2070","Q7FC",NA,"Grass"
"2071","Q3FC",NA,"Grass"
"2072","Q8FC",NA,"Grass"
"2073","Q9FC",NA,"Grass"
"2074","Q8FC",NA,"Grass"
"2075","Q10FC",NA,"Grass"
"2076","Q3FC",NA,"Grass"
"2077","Q8FC",NA,"Grass"
"2078","Q3FC",NA,"Grass"
"2079","Q4FC",NA,"Grass"
"2080","Q7FC",NA,"Grass"
"2081","Q5FC",NA,"Grass"
"2082","Q7FC",NA,"Grass"
"2083","Q1FC",NA,"Grass"
"2084","Q9FC",NA,"Grass"
"2085","Q2FC",NA,"Grass"
"2086","Q10FC",NA,"Grass"
"2087","Q9FC",NA,"Grass"
"2088","Q7FC",NA,"Grass"
"2089","Q5FC",NA,"Grass"
"2090","Q9FC",NA,"Grass"
"2091","Q2FC",NA,"Grass"
"2092","Q2FC",NA,"Grass"
"2093","Q1FC",NA,"Grass"
"2094","Q1FC",NA,"Grass"
"2095","Q9FC",NA,"Grass"
"2096","Q9FC",NA,"Grass"
"2097","Q3FC",NA,"Grass"
"2098","Q3FC",NA,"Grass"
"2099","Q3FC",NA,"Grass"
"2100","Q3FC",NA,"Grass"
"2101","Q10FC",NA,"Grass"
"2102","Q10FC",NA,"Grass"
"2103","Q2FC",NA,"Grass"
"2104","Q2FC",NA,"Grass"
"2105","Q6FC",NA,"Grass"
"2106","Q6FC",NA,"Grass"
"2107","Q4FC",NA,"Grass"
"2108","Q4FC",NA,"Grass"
"2109","Q2FC",NA,"Grass"
"2110","Q2FC",NA,"Grass"
"2111","Q1FC",NA,"Grass"
"2112","Q1FC",NA,"Grass"
"2113","Q8FC",NA,"Grass"
"2114","Q8FC",NA,"Grass"
"2115","Q7FC",NA,"Grass"
"2116","Q7FC",NA,"Grass"
"2117","Q9FC",NA,"Grass"
"2118","Q9FC",NA,"Grass"
"2119","Q5FC",NA,"Grass"
"2120","Q5FC",NA,"Grass"
"2121","Q8FC",NA,"Grass"
"2122","Q8FC",NA,"Grass"
"2123","Q4FC",NA,"Grass"
"2124","Q4FC",NA,"Grass"
"2125","Q6FC",NA,"Grass"
"2126","Q6FC",NA,"Grass"
"2127","Q4FC",NA,"Grass"
"2128","Q4FC",NA,"Grass"
"2129","Q10FC",NA,"Grass"
"2130","Q10FC",NA,"Grass"
"2131","Q10FC",NA,"Grass"
"2132","Q10FC",NA,"Grass"
"2133","Q2FC",NA,"Grass"
"2134","Q2FC",NA,"Grass"
"2135","Q7FC",NA,"Grass"
"2136","Q7FC",NA,"Grass"
"2137","Q7FC",NA,"Grass"
"2138","Q7FC",NA,"Grass"
"2139","Q6FC",NA,"Grass"
"2140","Q6FC",NA,"Grass"
"2141","Q3FC",NA,"Grass"
"2142","Q3FC",NA,"Grass"
"2143","Q7FC",NA,"Grass"
"2144","Q7FC",NA,"Grass"
"2145","Q2FC",NA,"Grass"
"2146","Q2FC",NA,"Grass"
"2147","Q5FC",NA,"Grass"
"2148","Q5FC",NA,"Grass"
"2149","Q3FC",NA,"Grass"
"2150","Q3FC",NA,"Grass"
"2151","Q6FC",NA,"Grass"
"2152","Q6FC",NA,"Grass"
"2153","Q5FC",NA,"Grass"
"2154","Q5FC",NA,"Grass"
"2155","Q1FC",NA,"Grass"
"2156","Q1FC",NA,"Grass"
"2157","Q1FC",NA,"Grass"
"2158","Q1FC",NA,"Grass"
"2159","Q4FC",NA,"Grass"
"2160","Q4FC",NA,"Grass"
"2161","Q4FC",NA,"Grass"
"2162","Q4FC",NA,"Grass"
"2163","Q8FC",NA,"Grass"
"2164","Q8FC",NA,"Grass"
"2165","Q2FC",NA,"Grass"
"2166","Q2FC",NA,"Grass"
"2167","Q1FC",NA,"Grass"
"2168","Q1FC",NA,"Grass"
"2169","Q2FC",NA,"Grass"
"2170","Q2FC",NA,"Grass"
"2171","Q8FC",NA,"Grass"
"2172","Q8FC",NA,"Grass"
"2173","Q6FC",NA,"Grass"
"2174","Q6FC",NA,"Grass"
"2175","Q1FC",NA,"Grass"
"2176","Q1FC",NA,"Grass"
"2177","Q9FC",NA,"Grass"
"2178","Q9FC",NA,"Grass"
"2179","Q7FC",NA,"Grass"
"2180","Q7FC",NA,"Grass"
"2181","Q1FC",NA,"Grass"
"2182","Q1FC",NA,"Grass"
"2183","Q3FC",NA,"Grass"
"2184","Q3FC",NA,"Grass"
"2185","Q4FC",NA,"Grass"
"2186","Q4FC",NA,"Grass"
"2187","Q2FC",NA,"Grass"
"2188","Q2FC",NA,"Grass"
"2189","Q3FC",NA,"Grass"
"2190","Q3FC",NA,"Grass"
"2191","Q5FC",NA,"Grass"
"2192","Q5FC",NA,"Grass"
"2193","Q3FC",NA,"Grass"
"2194","Q3FC",NA,"Grass"
"2195","Q8FC",NA,"Grass"
"2196","Q8FC",NA,"Grass"
"2197","Q5FC",NA,"Grass"
"2198","Q5FC",NA,"Grass"
"2199","Q9FC",NA,"Grass"
"2200","Q9FC",NA,"Grass"
"2201","Q4FC",NA,"Grass"
"2202","Q4FC",NA,"Grass"
"2203","Q7FC",NA,"Grass"
"2204","Q7FC",NA,"Grass"
"2205","Q4FC",NA,"Grass"
"2206","Q4FC",NA,"Grass"
"2207","Q9FC",NA,"Grass"
"2208","Q9FC",NA,"Grass"
"2209","Q2FC",NA,"Grass"
"2210","Q2FC",NA,"Grass"
"2211","Q4FC",NA,"Grass"
"2212","Q4FC",NA,"Grass"
"2213","Q10FC",NA,"Grass"
"2214","Q10FC",NA,"Grass"
"2215","Q3FC",NA,"Grass"
"2216","Q3FC",NA,"Grass"
"2217","Q3FC",NA,"Grass"
"2218","Q3FC",NA,"Grass"
"2219","Q4FC",NA,"Grass"
"2220","Q4FC",NA,"Grass"
"2221","Q8FC",NA,"Grass"
"2222","Q8FC",NA,"Grass"
"2223","Q5FC",NA,"Grass"
"2224","Q5FC",NA,"Grass"
"2225","Q5FC",NA,"Grass"
"2226","Q5FC",NA,"Grass"
"2227","Q3FC",NA,"Grass"
"2228","Q3FC",NA,"Grass"
"2229","Q10FC",NA,"Grass"
"2230","Q10FC",NA,"Grass"
"2231","Q10FC",NA,"Grass"
"2232","Q10FC",NA,"Grass"
"2233","Q6FC",NA,"Grass"
"2234","Q6FC",NA,"Grass"
"2235","Q1FC",NA,"Grass"
"2236","Q1FC",NA,"Grass"
"2237","Q7FC",NA,"Grass"
"2238","Q7FC",NA,"Grass"
"2239","Q8FC",NA,"Grass"
"2240","Q8FC",NA,"Grass"
"2241","Q9FC",NA,"Grass"
"2242","Q9FC",NA,"Grass"
"2243","Q10FC",NA,"Grass"
"2244","Q10FC",NA,"Grass"
"2245","Q6FC",NA,"Grass"
"2246","Q6FC",NA,"Grass"
"2247","Q10FC",NA,"Grass"
"2248","Q10FC",NA,"Grass"
"2249","Q4FC",NA,"Grass"
"2250","Q4FC",NA,"Grass"
"2251","Q2FC",NA,"Grass"
"2252","Q2FC",NA,"Grass"
"2253","Q7FC",NA,"Grass"
"2254","Q7FC",NA,"Grass"
"2255","Q4FC",NA,"Grass"
"2256","Q4FC",NA,"Grass"
"2257","Q8FC",NA,"Grass"
"2258","Q8FC",NA,"Grass"
"2259","Q7FC",NA,"Grass"
"2260","Q7FC",NA,"Grass"
"2261","Q7FC",NA,"Grass"
"2262","Q7FC",NA,"Grass"
"2263","Q6FC",NA,"Grass"
"2264","Q6FC",NA,"Grass"
"2265","Q9FC",NA,"Grass"
"2266","Q9FC",NA,"Grass"
"2267","Q3FC",NA,"Grass"
"2268","Q3FC",NA,"Grass"
"2269","Q5FC",NA,"Grass"
"2270","Q5FC",NA,"Grass"
"2271","Q4FC",NA,"Grass"
"2272","Q4FC",NA,"Grass"
"2273","Q2FC",NA,"Grass"
"2274","Q2FC",NA,"Grass"
"2275","Q2FC",NA,"Grass"
"2276","Q2FC",NA,"Grass"
"2277","Q10FC",NA,"Grass"
"2278","Q10FC",NA,"Grass"
"2279","Q4FC",NA,"Grass"
"2280","Q4FC",NA,"Grass"
"2281","Q3FC",NA,"Grass"
"2282","Q3FC",NA,"Grass"
"2283","Q6FC",NA,"Grass"
"2284","Q6FC",NA,"Grass"
"2285","Q3FC",NA,"Grass"
"2286","Q3FC",NA,"Grass"
"2287","Q7FC",NA,"Grass"
"2288","Q7FC",NA,"Grass"
"2289","Q6FC",NA,"Grass"
"2290","Q6FC",NA,"Grass"
"2291","Q1FC",NA,"Grass"
"2292","Q1FC",NA,"Grass"
"2293","Q1FC",NA,"Grass"
"2294","Q1FC",NA,"Grass"
"2295","Q1FC",NA,"Grass"
"2296","Q1FC",NA,"Grass"
"2297","Q9FC",NA,"Grass"
"2298","Q9FC",NA,"Grass"
"2299","Q1FC",NA,"Grass"
"2300","Q1FC",NA,"Grass"
"2301","Q6FC",NA,"Grass"
"2302","Q6FC",NA,"Grass"
"2303","Q10FC",NA,"Grass"
"2304","Q10FC",NA,"Grass"
"2305","Q2FC",NA,"Grass"
"2306","Q2FC",NA,"Grass"
"2307","Q2FC",NA,"Grass"
"2308","Q2FC",NA,"Grass"
"2309","Q1FC",NA,"Grass"
"2310","Q1FC",NA,"Grass"
"2311","Q5FC",NA,"Grass"
"2312","Q5FC",NA,"Grass"
"2313","Q9FC",NA,"Grass"
"2314","Q9FC",NA,"Grass"
"2315","Q10FC",NA,"Grass"
"2316","Q10FC",NA,"Grass"
"2317","Q8FC",NA,"Grass"
"2318","Q8FC",NA,"Grass"
"2319","Q7FC",NA,"Grass"
"2320","Q7FC",NA,"Grass"
"2321","Q3FC",NA,"Grass"
"2322","Q3FC",NA,"Grass"
"2323","Q10FC",NA,"Grass"
"2324","Q10FC",NA,"Grass"
"2325","Q6FC",NA,"Grass"
"2326","Q6FC",NA,"Grass"
"2327","Q8FC",NA,"Grass"
"2328","Q8FC",NA,"Grass"
"2329","Q2FC",NA,"Grass"
"2330","Q2FC",NA,"Grass"
"2331","Q5FC",NA,"Grass"
"2332","Q5FC",NA,"Grass"
"2333","Q9FC",NA,"Grass"
"2334","Q9FC",NA,"Grass"
"2335","Q9FC",NA,"Grass"
"2336","Q9FC",NA,"Grass"
"2337","Q3FC",NA,"Grass"
"2338","Q3FC",NA,"Grass"
"2339","Q9FC",NA,"Grass"
"2340","Q9FC",NA,"Grass"
"2341","Q3FC",NA,"Grass"
"2342","Q3FC",NA,"Grass"
"2343","Q6FC",NA,"Grass"
"2344","Q6FC",NA,"Grass"
"2345","Q9FC",NA,"Grass"
"2346","Q9FC",NA,"Grass"
"2347","Q2FC",NA,"Grass"
"2348","Q2FC",NA,"Grass"
"2349","Q8FC",NA,"Grass"
"2350","Q8FC",NA,"Grass"
"2351","Q1FC",NA,"Grass"
"2352","Q1FC",NA,"Grass"
"2353","Q10FC",NA,"Grass"
"2354","Q10FC",NA,"Grass"
"2355","Q4FC",NA,"Grass"
"2356","Q4FC",NA,"Grass"
"2357","Q3FC",NA,"Grass"
"2358","Q3FC",NA,"Grass"
"2359","Q7FC",NA,"Grass"
"2360","Q7FC",NA,"Grass"
"2361","Q9FC",NA,"Grass"
"2362","Q9FC",NA,"Grass"
"2363","Q4FC",NA,"Grass"
"2364","Q4FC",NA,"Grass"
"2365","Q9FC",NA,"Grass"
"2366","Q9FC",NA,"Grass"
"2367","Q10FC",NA,"Grass"
"2368","Q10FC",NA,"Grass"
"2369","Q1FC",NA,"Grass"
"2370","Q1FC",NA,"Grass"
"2371","Q5FC",NA,"Grass"
"2372","Q5FC",NA,"Grass"
"2373","Q7FC",NA,"Grass"
"2374","Q7FC",NA,"Grass"
"2375","Q2FC",NA,"Grass"
"2376","Q2FC",NA,"Grass"
"2377","Q8FC",NA,"Grass"
"2378","Q8FC",NA,"Grass"
"2379","Q5FC",NA,"Grass"
"2380","Q5FC",NA,"Grass"
"2381","Q2FC",NA,"Grass"
"2382","Q2FC",NA,"Grass"
"2383","Q8FC",NA,"Grass"
"2384","Q8FC",NA,"Grass"
"2385","Q6FC",NA,"Grass"
"2386","Q6FC",NA,"Grass"
"2387","Q10FC",NA,"Grass"
"2388","Q10FC",NA,"Grass"
"2389","Q7FC",NA,"Grass"
"2390","Q7FC",NA,"Grass"
"2391","Q7FC",NA,"Grass"
"2392","Q7FC",NA,"Grass"
"2393","Q4FC",NA,"Grass"
"2394","Q4FC",NA,"Grass"
"2395","Q1FC",NA,"Grass"
"2396","Q1FC",NA,"Grass"
"2397","Q5FC",NA,"Grass"
"2398","Q5FC",NA,"Grass"
"2399","Q10FC",NA,"Grass"
"2400","Q10FC",NA,"Grass"
"2401","Q8FC",NA,"Grass"
"2402","Q8FC",NA,"Grass"
"2403","Q8FC",NA,"Grass"
"2404","Q8FC",NA,"Grass"
"2405","Q5FC",NA,"Grass"
"2406","Q5FC",NA,"Grass"
"2407","Q7FC",NA,"Grass"
"2408","Q7FC",NA,"Grass"
"2409","Q3FC",NA,"Grass"
"2410","Q3FC",NA,"Grass"
"2411","Q6FC",NA,"Grass"
"2412","Q6FC",NA,"Grass"
"2413","Q10FC",NA,"Grass"
"2414","Q10FC",NA,"Grass"
