"SequenceID","FieldID","Species","VisitID","Transect","VisitDate","CoEOfConsvm","PlantedDate","SeedVendor","Quadrant","CoverValue"
"88","Antelope11005","Eragrostis trichodes","SP2Knievel",2,2018-06-06,"5",2014-11-01,"Star Seed - Dealer - PF","Q1FC",NA
"92","Antelope11025A","Ambrosia artemisiifolia","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"93","Antelope11025A","Oenothera laciniata","SP2Pellatz",2,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"95","Antelope11025A","Plantago patagonica","SP1Pellatz",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"96","Antelope11025A","Physalis virginiana","SP2Pellatz",2,2018-06-06,"6",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"97","Antelope11025A","Conyza canadensis","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"98","Antelope11025A","Schizachyrium scoparium","SP1Pellatz",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"99","Antelope11025A","Chamaecrista fasciculata","SP1Pellatz",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"100","Antelope11025A","Triodanis perfoliata","SP2Pellatz",2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"102","Antelope11025A","Euphorbia dentata","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"103","Antelope11025A","Andropogon gerardii","SP1Pellatz",1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"106","Antelope11025A","Chloris verticillata","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"108","Antelope11025A","Schizachyrium scoparium","SP2Pellatz",2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"109","Antelope11025A","Cyperus schwinitzii","SP1Pellatz",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"110","Antelope11025A","Heterotheca subaxillaris","SP1Pellatz",1,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"112","Antelope11025A","Juniperus virginiana","SP1Pellatz",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"113","Antelope11025A","Lepidium densiflorum","SP1Pellatz",1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"114","Antelope11025A","Lepidium densiflorum","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"115","Antelope11025A","Oxalis stricta","SP2Pellatz",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf","Q1FC",NA
"119","Antelope11025B","Ambrosia artemisiifolia","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"120","Antelope11025B","Oenothera biennis","SP1Pellatz5.8",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"121","Antelope11025B","Conyza canadensis","SP1Pellatz5.8",1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"122","Antelope11025B","Schizachyrium scoparium","SP1Pellatz5.8",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"123","Antelope11025B","Schizachyrium scoparium","SP2Pellatz5.8",2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"124","Antelope11025B","Festuca octoflora","SP2Pellatz5.8",2,2018-06-06,"3",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"125","Antelope11025B","Heterotheca subaxillaris","SP2Pellatz5.8",2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"126","Antelope11025B","Eragrostis trichodes","SP2Pellatz5.8",2,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"128","Antelope11025B","Chamaecrista fasciculata","SP1Pellatz5.8",1,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"130","Antelope11025B","Ambrosia psilostachya","SP2Pellatz5.8",2,2018-06-06,"1",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"131","Antelope11025B","Conyza canadensis","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"134","Antelope11025B","Monarda fistulosa","SP2Pellatz5.8",2,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"135","Antelope11025B","Oxalis stricta","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"136","Antelope11025B","Heterotheca subaxillaris","SP1Pellatz5.8",1,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"137","Antelope11025B","Eragrostis trichodes","SP1Pellatz5.8",1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"138","Antelope11025B","Carex brevior","SP1Pellatz5.8",1,2018-06-06,"4",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"140","Antelope11025B","Lepidium densiflorum","SP2Pellatz5.8",2,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"141","Antelope11025B","Helianthus annuus","SP1Pellatz5.8",1,2018-06-06,"0",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"142","Antelope11025B","Festuca octoflora","SP1Pellatz5.8",1,2018-06-06,"3",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"143","Antelope11025B","Elymus canadensis","SP2Pellatz5.8",2,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"145","Antelope11025B","Andropogon gerardii","SP1Pellatz5.8",1,2018-06-06,"5",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"146","Antelope11025B","Triodanis perfoliata","SP2Pellatz5.8",2,2018-06-06,"2",2015-05-31,"Kaup Forage and Turf-Same mix as Antelope11025A","Q1FC",NA
"148","Furnas1008","Ratibida pinnata","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q1FC",NA
"150","Furnas1008","Ambrosia psilostachya","F3Schluntz14.84",3,2018-09-28,"1",NA,NA,"Q1FC",NA
"151","Furnas1008","Andropogon gerardii","F3Schluntz14.84",3,2018-09-28,"5",NA,NA,"Q1FC",NA
"153","Furnas1008","Rudbeckia hirta","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q1FC",NA
"154","Furnas1008","Schizachyrium scoparium","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q1FC",NA
"155","Furnas1008","Helianthus maximiliani","F3Schluntz14.84",3,2018-09-28,"4",NA,NA,"Q1FC",NA
"157","Furnas1008","Conyza canadensis","F3Schluntz14.84",3,2018-09-28,"0",NA,NA,"Q1FC",NA
"160","Furnas1008","Sorghastrum nutans","F3Schluntz14.84",3,2018-09-28,"5",NA,NA,"Q1FC",NA
"161","Furnas11006","Schizachyrium scoparium","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"162","Furnas11006","Ratibida pinnata","F1Schluntz",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"163","Furnas11006","Andropogon gerardii","F1Schluntz",1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"164","Furnas11006","Euphorbia dentata","SP2Schluntz",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"166","Furnas11006","Euphorbia maculata","SP2Schluntz",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"169","Furnas11006","Ratibida pinnata","SP2Schluntz",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"171","Furnas11006","Conyza canadensis","F2Schluntz",2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"173","Furnas11006","Schizachyrium scoparium","SP2Schluntz",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"174","Furnas11006","Salvia azurea","F1Schluntz",1,2018-09-28,"6",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"175","Furnas11006","Ratibida columnifera","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"176","Furnas11006","Bouteloua gracilis","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"178","Furnas11006","Andropogon gerardii","SP2Schluntz",2,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"181","Furnas11006","Rudbeckia hirta","SP2Schluntz",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"182","Furnas11006","Bouteloua curtipendula","F1Schluntz",1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"184","Furnas11006","Rudbeckia hirta","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"185","Furnas11006","Conyza canadensis","SP1Schluntz",1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"186","Furnas11006","Ratibida pinnata","F2Schluntz",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"189","Furnas11006","Symphoricarpos occidentalis","F1Schluntz",1,2018-09-28,"2",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"190","Furnas11006","Ratibida pinnata","SP1Schluntz",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"191","Furnas11006","Rudbeckia hirta","F1Schluntz",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"194","Furnas11006","Achillea millefolium","SP1Schluntz",1,2018-05-30,"2",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"195","Furnas11006","Calystegia sepium","SP2Schluntz",2,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"197","Furnas11006","Schizachyrium scoparium","F1Schluntz",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"200","Furnas11006","Conyza canadensis","SP2Schluntz",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF","Q1FC",NA
"208","Furnas11008","Coreopsis tinctoria","SP1Schluntz14.84",1,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"210","Furnas11008","Chamaecrista fasciculata","F1Schluntz14.84",1,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"211","Furnas11008","Panicum virgatum","F2Schluntz14.84",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"213","Furnas11008","Schizachyrium scoparium","SP2Schluntz14.84",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"214","Furnas11008","Helianthus annuus","F2Schluntz14.84",2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"216","Furnas11008","Conyza canadensis","SP1Schluntz14.84",1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"217","Furnas11008","Ratibida pinnata","SP3Schluntz14.84",3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"219","Furnas11008","Solidago canadensis","SP1Schluntz14.84",1,2018-05-30,"2",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"220","Furnas11008","Sorghastrum nutans","F2Schluntz14.84",2,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"223","Furnas11008","Sorghastrum nutans","SP1Schluntz14.84",1,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"224","Furnas11008","Ambrosia artemisiifolia","F1Schluntz14.84",1,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"225","Furnas11008","Sporobolus compositus","SP2Schluntz14.84",2,2018-05-30,"3",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"227","Furnas11008","Elymus canadensis","SP1Schluntz14.84",1,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"228","Furnas11008","Helianthus annuus","SP1Schluntz14.84",1,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"230","Furnas11008","Conyza canadensis","F2Schluntz14.84",2,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"232","Furnas11008","Conyza canadensis","SP2Schluntz14.84",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"234","Furnas11008","Rudbeckia hirta","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"235","Furnas11008","Ambrosia trifida","SP2Schluntz14.84",2,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"237","Furnas11008","Ratibida pinnata","SP1Schluntz14.84",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"238","Furnas11008","Asclepias syriaca","SP1Schluntz14.84",1,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"239","Furnas11008","Schizachyrium scoparium","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"240","Furnas11008","Schizachyrium scoparium","F2Schluntz14.84",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"241","Furnas11008","Ambrosia psilostachya","F2Schluntz14.84",2,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"244","Furnas11008","Oxalis stricta","F1Schluntz14.84",1,2018-09-28,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"245","Furnas11008","Monarda fistulosa","SP3Schluntz14.84",3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"247","Furnas11008","Ratibida pinnata","SP2Schluntz14.84",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"249","Furnas11008","Rudbeckia hirta","SP3Schluntz14.84",3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"250","Furnas11008","Ratibida pinnata","F2Schluntz14.84",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"251","Furnas11008","Pascopyrum smithii","SP3Schluntz14.84",3,2018-05-30,"3",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"252","Furnas11008","Bouteloua curtipendula","F1Schluntz14.84",1,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"254","Furnas11008","Ambrosia psilostachya","F1Schluntz14.84",1,2018-09-28,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"255","Furnas11008","Verbena stricta","F2Schluntz14.84",2,2018-09-28,"2",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"257","Furnas11008","Monarda fistulosa","F2Schluntz14.84",2,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"258","Furnas11008","Conyza canadensis","SP3Schluntz14.84",3,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"260","Furnas11008","Schizachyrium scoparium","SP1Schluntz14.84",1,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"261","Furnas11008","Salvia azurea","F1Schluntz14.84",1,2018-09-28,"6",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"262","Furnas11008","Schizachyrium scoparium","SP3Schluntz14.84",3,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"264","Furnas11008","Sorghastrum nutans","SP3Schluntz14.84",3,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"266","Furnas11008","Monarda fistulosa","SP2Schluntz14.84",2,2018-05-30,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"267","Furnas11008","Urtica dioca","SP2Schluntz14.84",2,2018-05-30,"1",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"268","Furnas11008","Elymus canadensis","SP3Schluntz14.84",3,2018-05-30,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"269","Furnas11008","Ratibida pinnata","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"273","Furnas11008","Helianthus annuus","SP3Schluntz14.84",3,2018-05-30,"0",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"274","Furnas11008","Andropogon gerardii","F2Schluntz14.84",2,2018-09-28,"5",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"278","Furnas11008","Monarda fistulosa","F1Schluntz14.84",1,2018-09-28,"4",2015-03-26,"Star Seed - Dealer - PF, same mix as Furnas11006","Q1FC",NA
"282","Gage11018A","Pycnanthemum virginianum","SP1Fossler",1,2018-06-12,"6",NA,NA,"Q1FC",NA
"283","Gage11018A","Solanum carolinense","SP2Fossler",2,2018-06-12,"2",NA,NA,"Q1FC",NA
"284","Gage11018A","Bouteloua curtipendula","F1Fossler",1,2018-10-23,"5",NA,NA,"Q1FC",NA
"286","Gage11018A","Ratibida columnifera","SP1Fossler",1,2018-06-12,"4",NA,NA,"Q1FC",NA
"287","Gage11018A","Bouteloua curtipendula","F2Fossler",2,2018-10-23,"5",NA,NA,"Q1FC",NA
"288","Gage11018A","Conyza canadensis","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q1FC",NA
"289","Gage11018A","Asclepias syriaca","SP1Fossler",1,2018-06-12,"1",NA,NA,"Q1FC",NA
"290","Gage11018A","Conyza canadensis","SP1Fossler",1,2018-06-12,"0",NA,NA,"Q1FC",NA
"292","Gage11018A","Ambrosia trifida","SP1Fossler",1,2018-06-12,"0",NA,NA,"Q1FC",NA
"293","Gage11018A","Chamaecrista fasciculata","SP2Fossler",2,2018-06-12,"1",NA,NA,"Q1FC",NA
"294","Gage11018A","Ambrosia trifida","SP2Fossler",2,2018-06-12,"0",NA,NA,"Q1FC",NA
"295","Gage11018A","Juniperus virginiana","F1Fossler",1,2018-10-23,"1",NA,NA,"Q1FC",NA
